,Composition,Phases present,Hardness (HVN),Yield Strength (MPa),Ultimate Tensile Strength (MPa),Elongation (%),Compressive strength (MPa),Plasticity (%) - Compressive,Note on any unqiue processing or data features,Source,FCC,BCC,HCP,IM,Ag,Al,B,C,Ca,Co,Cr,Cu,Fe,Ga,Ge,Hf,Li,Mg,Mn,Mo,N,Nb,Nd,Ni,Pd,Re,Sc,Si,Sn,Ta,Ti,V,W,Y,Zn,Zr
443,ZrNbTaTiW,FCC,1173.469,,,,,,,https://doi.org/10.1016/j.surfcoat.2021.128005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0.2
444,TaNbHfZr,FCC,1561.224,,,,,,,https://doi.org/10.1016/j.surfcoat.2021.128005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25
445,Mo0.5Nb1.5Hf0.5ZrTi1.5Al0.2Cr0.2Si0.75,BCC,,1792,,,2146,10.6,,https://doi.org/10.1016/j.ijrmhm.2021.105723,0,1,0,0,0,0.033,0,0,0,0,0.033,0,0,0,0,0.081,0,0,0,0.081,0,0.244,0,0,0,0,0,0.122,0,0,0.244,0,0,0,0,0.163
446,Mo0.5Nb1.5Hf0.5ZrTi1.5Al0.5Cr0.5B0.3C0.05,BCC,,1821,,,1966,12.55,,https://doi.org/10.1016/j.ijrmhm.2021.105723,0,1,0,0,0,0.079,0.047,0.008,0,0,0.079,0,0,0,0,0.079,0,0,0,0.079,0,0.236,0,0,0,0,0,0,0,0,0.236,0,0,0,0,0.157
447,MoNb1.5Hf0.5Zr0.5Ti1.5Al0.2Cr0.2C0.2,BCC,,1461,,,2057,23.89,,https://doi.org/10.1016/j.ijrmhm.2021.105723,0,1,0,0,0,0.036,0,0.036,0,0,0.036,0,0,0,0,0.089,0,0,0,0.179,0,0.268,0,0,0,0,0,0,0,0,0.268,0,0,0,0,0.089
448,Mo1.5Nb1.5Hf0.3Zr0.5Ti1.5C0.2B0.1Si0.1,BCC,,1613,,,2183,25.13,,https://doi.org/10.1016/j.ijrmhm.2021.105723,0,1,0,0,0,0,0.018,0.035,0,0,0,0,0,0,0,0.053,0,0,0,0.263,0,0.263,0,0,0,0,0,0.018,0,0,0.263,0,0,0,0,0.088
449,MoNb1.5Hf0.3Zr0.5Ti1.5Al0.2Cr0.2C0.05B0.05Si0.05,BCC,,1322,,,1652,19.17,,https://doi.org/10.1016/j.ijrmhm.2021.105723,0,1,0,0,0,0.037,0.009,0.009,0,0,0.037,0,0,0,0,0.056,0,0,0,0.187,0,0.28,0,0,0,0,0,0.009,0,0,0.28,0,0,0,0,0.093
450,Ti2.0VNbMoZr,BCC,415,,,,,27,quasi-static compressive deformation,https://doi.org/10.1016/j.ijrmhm.2021.105762,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167,0,0.167,0,0,0,0,0,0,0,0,0.333,0.167,0,0,0,0.167
451,Ti2.0VNbMoZr1.5,BCC,422.9592,,,,,29.5,quasi-static compressive deformation,https://doi.org/10.1016/j.ijrmhm.2021.105762,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154,0,0.154,0,0,0,0,0,0,0,0,0.308,0.154,0,0,0,0.231
452,Ti2.0VNbMoZr2.0,BCC,433.9796,,,,,31.6,quasi-static compressive deformation,https://doi.org/10.1016/j.ijrmhm.2021.105762,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0,0.143,0,0,0,0,0,0,0,0,0.286,0.143,0,0,0,0.286
453,Ti2.0VNbMoZr3.0,BCC,405.9184,,,,,29.7,quasi-static compressive deformation,https://doi.org/10.1016/j.ijrmhm.2021.105762,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.125,0,0,0,0,0,0,0,0,0.25,0.125,0,0,0,0.375
454,CoCrFeNiMnAl0.3,FCC,,245,535,45.3,,,deformation,https://doi.org/10.1016/j.matdes.2022.110442,1,0,0,0,0,0.057,0,0,0,0.189,0.189,0,0.189,0,0,0,0,0,0.189,0,0,0,0,0.189,0,0,0,0,0,0,0,0,0,0,0,0
455,Co0.75CrFeNiMnAl0.3,FCC+BCC,,425,723,23.1,,,deformation,https://doi.org/10.1016/j.matdes.2022.110442,1,1,0,0,0,0.059,0,0,0,0.149,0.198,0,0.198,0,0,0,0,0,0.198,0,0,0,0,0.198,0,0,0,0,0,0,0,0,0,0,0,0
456,Co0.5CrFeNiMnAl0.3,FCC+BCC,,471,745,13.9,,,deformation,https://doi.org/10.1016/j.matdes.2022.110442,1,1,0,0,0,0.062,0,0,0,0.104,0.208,0,0.208,0,0,0,0,0,0.208,0,0,0,0,0.208,0,0,0,0,0,0,0,0,0,0,0,0
457,Co0.25CrFeNiMnAl0.3,FCC+BCC,,486,801,22.8,,,deformation,https://doi.org/10.1016/j.matdes.2022.110442,1,1,0,0,0,0.066,0,0,0,0.055,0.22,0,0.22,0,0,0,0,0,0.22,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0
458,CrFeNiMnAl0.3,FCC+BCC,,565,807,2.6,,,deformation,https://doi.org/10.1016/j.matdes.2022.110442,1,1,0,0,0,0.07,0,0,0,0,0.233,0,0.233,0,0,0,0,0,0.233,0,0,0,0,0.233,0,0,0,0,0,0,0,0,0,0,0,0
459,Co34.5Cr30.0Ni26.5Al5.4W3.6,FCC+σ,,,1798,1,,,"cold rolling,Annealing at 700°C,1h",https://doi.org/10.1016/j.msea.2021.142140,1,0,0,1,0,0.054,0,0,0,0.345,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.265,0,0,0,0,0,0,0,0,0.036,0,0,0
460,Co34.5Cr30.0Ni26.5Al5.4W3.6,FCC+σ,,1300,1500,6.4,,,"cold rolling,Annealing at 800°C,1h",https://doi.org/10.1016/j.msea.2021.142140,1,0,0,1,0,0.054,0,0,0,0.345,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.265,0,0,0,0,0,0,0,0,0.036,0,0,0
461,Co34.5Cr30.0Ni26.5Al5.4W3.6,FCC+σ,,906,1181,9.8,,,"cold rolling,Annealing at 850°C,1h",https://doi.org/10.1016/j.msea.2021.142140,1,0,0,1,0,0.054,0,0,0,0.345,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.265,0,0,0,0,0,0,0,0,0.036,0,0,0
462,Co34.5Cr30.0Ni26.5Al5.4W3.6,FCC+σ,,875,1219,19,,,"cold rolling,Annealing at 900°C,1h",https://doi.org/10.1016/j.msea.2021.142140,1,0,0,1,0,0.054,0,0,0,0.345,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.265,0,0,0,0,0,0,0,0,0.036,0,0,0
463,AlCoCrFeTi0.5,FCC+BCC,943.7,1160,1160,0,,,,https://doi.org/10.1016/j.msea.2021.142194,1,1,0,0,0,0.222,0,0,0,0.222,0.222,0,0.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0,0,0,0,0
464,AlCoCrFeTi0.5Ni,FCC+BCC,761.7,1990,2610,14,,,,https://doi.org/10.1016/j.msea.2021.142194,1,1,0,0,0,0.182,0,0,0,0.182,0.182,0,0.182,0,0,0,0,0,0,0,0,0,0,0.182,0,0,0,0,0,0,0.091,0,0,0,0,0
465,AlCoCrFeTi0.5Ni1.5,FCC+BCC,723.6,1920,2560,15.8,,,,https://doi.org/10.1016/j.msea.2021.142194,1,1,0,0,0,0.167,0,0,0,0.167,0.167,0,0.167,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.083,0,0,0,0,0
466,AlCoCrFeTi0.5Ni2.0,FCC+BCC,612.2,1800,2470,17.7,,,,https://doi.org/10.1016/j.msea.2021.142194,1,1,0,0,0,0.154,0,0,0,0.154,0.154,0,0.154,0,0,0,0,0,0,0,0,0,0,0.308,0,0,0,0,0,0,0.077,0,0,0,0,0
467,AlCoCrFeTi0.5Ni2.5,FCC+BCC,566.1,1410,2560,31.8,,,,https://doi.org/10.1016/j.msea.2021.142194,1,1,0,0,0,0.143,0,0,0,0.143,0.143,0,0.143,0,0,0,0,0,0,0,0,0,0,0.357,0,0,0,0,0,0,0.071,0,0,0,0,0
468,AlCoCrFeTi0.5Ni3.0,FCC+BCC,503.2,1090,2150,36.9,,,,https://doi.org/10.1016/j.msea.2021.142194,1,1,0,0,0,0.133,0,0,0,0.133,0.133,0,0.133,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0.067,0,0,0,0,0
469,Al0.3CoCrFeNiSi,FCC + BCC,,167,450,88,,,,https://doi.org/10.1016/j.msea.2022.142983,1,1,0,0,0,0.057,0,0,0,0.189,0.189,0,0.189,0,0,0,0,0,0,0,0,0,0,0.189,0,0,0,0.189,0,0,0,0,0,0,0,0
470,Al0.3CoCrFeNiSi0.1,FCC + BCC,,217,489,98,,,,https://doi.org/10.1016/j.msea.2022.142983,1,1,0,0,0,0.068,0,0,0,0.227,0.227,0,0.227,0,0,0,0,0,0,0,0,0,0,0.227,0,0,0,0.023,0,0,0,0,0,0,0,0
471,Al0.3CoCrFeNiSi0.2,FCC + BCC,,258,591,86,,,,https://doi.org/10.1016/j.msea.2022.142983,1,1,0,0,0,0.067,0,0,0,0.222,0.222,0,0.222,0,0,0,0,0,0,0,0,0,0,0.222,0,0,0,0.044,0,0,0,0,0,0,0,0
472,Al0.3CoCrFeNiSi0.3,FCC + BCC,,428,717,58,,,,https://doi.org/10.1016/j.msea.2022.142983,1,1,0,0,0,0.065,0,0,0,0.217,0.217,0,0.217,0,0,0,0,0,0,0,0,0,0,0.217,0,0,0,0.065,0,0,0,0,0,0,0,0
473,Al0.3CoCrFeNiSi0.4,FCC + BCC,,625,774,18,,,,https://doi.org/10.1016/j.msea.2022.142983,1,1,0,0,0,0.064,0,0,0,0.213,0.213,0,0.213,0,0,0,0,0,0,0,0,0,0,0.213,0,0,0,0.085,0,0,0,0,0,0,0,0
474,Al0.3CoCrFeNiSi0.5,FCC + BCC,,713,748,6,,,,https://doi.org/10.1016/j.msea.2022.142983,1,1,0,0,0,0.062,0,0,0,0.208,0.208,0,0.208,0,0,0,0,0,0,0,0,0,0,0.208,0,0,0,0.104,0,0,0,0,0,0,0,0
475,TiZrNbTa,BCC,,,,,,,,https://doi.org/10.1016/j.msea.2022.143488,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0.25
476,(TiZrNbTa)90Ti10,BCC,,,,,1885,34.4,,https://doi.org/10.1016/j.msea.2022.143488,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225,0,0,0,0,0,0,0,0.225,0.1,0,0,0,0,0.225
477,(TiZrNbTa)80Ti20,BCC,,,,,1611,16.1,,https://doi.org/10.1016/j.msea.2022.143488,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0.2
478,(TiZrNbTa)70Ti30,BCC,,,,,1548,5.8,,https://doi.org/10.1016/j.msea.2022.143488,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175,0,0,0,0,0,0,0,0.175,0.3,0,0,0,0,0.175
479,(TiZrNbTa)60Ti40,BCC,,,,,1598,5.5,,https://doi.org/10.1016/j.msea.2022.143488,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0.15,0.4,0,0,0,0,0.15
480,(TiZrNbTa)50Ti50,BCC,,,,,1926,21.7,,https://doi.org/10.1016/j.msea.2022.143488,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0.125,0.5,0,0,0,0,0.125
481,(TiZrNbTa)40Ti60,BCC,,,,,2133,22.3,,https://doi.org/10.1016/j.msea.2022.143488,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0.6,0,0,0,0,0.1
482,(TiZrNbTa)30Ti70,BCC,,,,,2177,13,,https://doi.org/10.1016/j.msea.2022.143488,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0,0,0,0,0,0,0.075,0.7,0,0,0,0,0.075
483,(TiZrNbTa)20Ti80,BCC,,,,,2222,5.8,,https://doi.org/10.1016/j.msea.2022.143488,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.05,0.8,0,0,0,0,0.05
484,(TiZrNbTa)10Ti90,BCC,,,,,2163,2.1,,https://doi.org/10.1016/j.msea.2022.143488,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0.025,0.9,0,0,0,0,0.025
485,TaTiNb,BCC,,,,,1765,20,"initial, SPS 1373 K,tested at 295K",https://doi.org/10.1016/j.jallcom.2021.162030,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0.333,0.333,0,0,0,0,0
486,TaTiNb,BCC,,,,,1130,14,"initial, SPS 1373 K,tested at 873K (note, elevated temperature testing)",https://doi.org/10.1016/j.jallcom.2021.162030,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0.333,0.333,0,0,0,0,0
487,TaTiNb,BCC,,,,,2120,6,"HEBM, SPS 1373 K,tested at 295K",https://doi.org/10.1016/j.jallcom.2021.162030,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0.333,0.333,0,0,0,0,0
488,TaTiNb,BCC,,,,,1762,4,"HEBM, SPS 1373 K,tested at 873K (note, elevated temperature testing)",https://doi.org/10.1016/j.jallcom.2021.162030,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0.333,0.333,0,0,0,0,0
489,TaTiNbZr,BCC,,,,,1728,6,"initial, SPS 1373 K,tested at 295K",https://doi.org/10.1016/j.jallcom.2021.162030,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0.25
490,TaTiNbZr,BCC,,,,,1178,16,"initial, SPS 1373 K,tested at 873K (note, elevated temperature testing)",https://doi.org/10.1016/j.jallcom.2021.162030,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0.25
491,TaTiNbZr,BCC,,,,,2070,3,"HEBM, SPS 1373 K,tested at 295K",https://doi.org/10.1016/j.jallcom.2021.162030,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0.25
492,TaTiNbZr,BCC,,,,,1642,2,"HEBM, SPS 1373 K,tested at 873K (note, elevated temperature testing)",https://doi.org/10.1016/j.jallcom.2021.162030,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0.25
493,TaTiNbZrMo,BCC,,,,,1625,6,"initial, SPS 1373 K,tested at 295K",https://doi.org/10.1016/j.jallcom.2021.162030,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0.2
494,TaTiNbZrMo,BCC,,,,,1509,14,"initial, SPS 1373 K,tested at 873K (note, elevated temperature testing)",https://doi.org/10.1016/j.jallcom.2021.162030,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0.2
495,TaTiNbZrMo,BCC,,,,,1985,0,"HEBM, SPS 1373 K,tested at 295K",https://doi.org/10.1016/j.jallcom.2021.162030,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0.2
496,TaTiNbZrMo,BCC,,,,,620,0,"HEBM, SPS 1373 K,tested at 873K (note, elevated temperature testing)",https://doi.org/10.1016/j.jallcom.2021.162030,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0.2
497,TaTiNbZrW,BCC,,,,,1992,2,"initial, SPS 1373 K,tested at 295K",https://doi.org/10.1016/j.jallcom.2021.162030,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0.2
498,TaTiNbZrW,BCC,,,,,1155,13,"initial, SPS 1373 K,tested at 873K (note, elevated temperature testing)",https://doi.org/10.1016/j.jallcom.2021.162030,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0.2
499,TaTiNbZrW,BCC,,,,,2665,1,"HEBM, SPS 1373 K,tested at 295K",https://doi.org/10.1016/j.jallcom.2021.162030,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0.2
500,TaTiNbZrW,BCC,,,,,1565,1,"HEBM, SPS 1373 K,tested at 873K (note, elevated temperature testing)",https://doi.org/10.1016/j.jallcom.2021.162030,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0.2
501,W35.0Ta35.0Mo10.0Nb10.0V10.0,BCC,,,,,2238,,"Sintering time 10min,Sintering temperature 1600°C",https://doi.org/10.1016/j.jallcom.2021.162505,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0.35,0,0.1,0.35,0,0,0
502,W35.0Ta35.0Mo10.0Nb10.0V10.0,BCC,,,,,2519,,"Sintering time 10min,Sintering temperature 1700°C",https://doi.org/10.1016/j.jallcom.2021.162505,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0.35,0,0.1,0.35,0,0,0
503,W35.0Ta35.0Mo10.0Nb10.0V10.0,BCC,,,,,2258,,"Sintering time 1min,Sintering temperature 1800°C",https://doi.org/10.1016/j.jallcom.2021.162505,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0.35,0,0.1,0.35,0,0,0
504,W35.0Ta35.0Mo10.0Nb10.0V10.0,BCC,,,,,1978,,"Sintering time 5min,Sintering temperature 1800°C",https://doi.org/10.1016/j.jallcom.2021.162505,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0.35,0,0.1,0.35,0,0,0
505,W35.0Ta35.0Mo10.0Nb10.0V10.0,BCC,,,,,2267,,"Sintering time 10min,Sintering temperature 1800°C",https://doi.org/10.1016/j.jallcom.2021.162505,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0.35,0,0.1,0.35,0,0,0
506,AlCoCrFeNi2.1,FCC + BCC,,412,1007,18.6,,,As-cast,https://doi.org/10.1016/j.jallcom.2021.162907,1,1,0,0,0,0.164,0,0,0,0.164,0.164,0,0.164,0,0,0,0,0,0,0,0,0,0,0.344,0,0,0,0,0,0,0,0,0,0,0,0
507,AlCoCrFeNi2.1,FCC + BCC,,421,1164,22.2,,,5 μm/s,https://doi.org/10.1016/j.jallcom.2021.162907,1,1,0,0,0,0.164,0,0,0,0.164,0.164,0,0.164,0,0,0,0,0,0,0,0,0,0,0.344,0,0,0,0,0,0,0,0,0,0,0,0
508,AlCoCrFeNi2.1,FCC + BCC,,409,1109,26.5,,,10 μm/s,https://doi.org/10.1016/j.jallcom.2021.162907,1,1,0,0,0,0.164,0,0,0,0.164,0.164,0,0.164,0,0,0,0,0,0,0,0,0,0,0.344,0,0,0,0,0,0,0,0,0,0,0,0
509,AlCoCrFeNi2.1,FCC + BCC,,423,1248,23.7,,,50μm/s,https://doi.org/10.1016/j.jallcom.2021.162907,1,1,0,0,0,0.164,0,0,0,0.164,0.164,0,0.164,0,0,0,0,0,0,0,0,0,0,0.344,0,0,0,0,0,0,0,0,0,0,0,0
510,AlCoCrFeNi2.1,FCC + BCC,,445,1340,30.5,,,100 μm/s,https://doi.org/10.1016/j.jallcom.2021.162907,1,1,0,0,0,0.164,0,0,0,0.164,0.164,0,0.164,0,0,0,0,0,0,0,0,0,0,0.344,0,0,0,0,0,0,0,0,0,0,0,0
511,AlCoCrFeNi2.1,FCC + BCC,,461,1209,30.2,,,200μm/s,https://doi.org/10.1016/j.jallcom.2021.162907,1,1,0,0,0,0.164,0,0,0,0.164,0.164,0,0.164,0,0,0,0,0,0,0,0,0,0,0.344,0,0,0,0,0,0,0,0,0,0,0,0
512,AlCoCrFeNi2.1,FCC + BCC,,418,1139,37.3,,,60μm/s,https://doi.org/10.1016/j.jallcom.2021.162907,1,1,0,0,0,0.164,0,0,0,0.164,0.164,0,0.164,0,0,0,0,0,0,0,0,0,0,0.344,0,0,0,0,0,0,0,0,0,0,0,0
513,AlCoCrFeNi2.1,FCC + BCC,,455,960,32.5,,,120μm/s,https://doi.org/10.1016/j.jallcom.2021.162907,1,1,0,0,0,0.164,0,0,0,0.164,0.164,0,0.164,0,0,0,0,0,0,0,0,0,0,0.344,0,0,0,0,0,0,0,0,0,0,0,0
514,AlCoCrFeNi2.1,FCC + BCC,,431,924,13,,,50μm/s,https://doi.org/10.1016/j.jallcom.2021.162907,1,1,0,0,0,0.164,0,0,0,0.164,0.164,0,0.164,0,0,0,0,0,0,0,0,0,0,0.344,0,0,0,0,0,0,0,0,0,0,0,0
515,AlCoCrFeNi2.1,FCC + BCC,,440,1012,14.5,,,100μm/s,https://doi.org/10.1016/j.jallcom.2021.162907,1,1,0,0,0,0.164,0,0,0,0.164,0.164,0,0.164,0,0,0,0,0,0,0,0,0,0,0.344,0,0,0,0,0,0,0,0,0,0,0,0
516,AlCoCrFeNi2.1,FCC + BCC,,1900,2000,8,,,hybrid rolling,https://doi.org/10.1016/j.jallcom.2021.162907,1,1,0,0,0,0.164,0,0,0,0.164,0.164,0,0.164,0,0,0,0,0,0,0,0,0,0,0.344,0,0,0,0,0,0,0,0,0,0,0,0
517,AlCoCrFeNi2.1,FCC + BCC,,648,1075,12,,,cold-rolling (90%) and annealing (1200 °C),https://doi.org/10.1016/j.jallcom.2021.162907,1,1,0,0,0,0.164,0,0,0,0.164,0.164,0,0.164,0,0,0,0,0,0,0,0,0,0,0.344,0,0,0,0,0,0,0,0,0,0,0,0
518,CoCrFeNiAl0.2,FCC,263,,,,1093,,,https://doi.org/10.1016/j.jallcom.2021.163221,1,0,0,0,0,0.048,0,0,0,0.238,0.238,0,0.238,0,0,0,0,0,0,0,0,0,0,0.238,0,0,0,0,0,0,0,0,0,0,0,0
519,CoCrFeNiAl0.2(TiC)0.06,FCC,409,,,,1724,,,https://doi.org/10.1016/j.jallcom.2021.163221,1,0,0,0,0,0.047,0,0.007,0,0.235,0.235,0,0.235,0,0,0,0,0,0,0,0,0,0,0.235,0,0,0,0,0,0,0.007,0,0,0,0,0
520,CoCrFeNiAl0.2(TiC)0.12,FCC,576,,,,1960,,,https://doi.org/10.1016/j.jallcom.2021.163221,1,0,0,0,0,0.046,0,0.014,0,0.231,0.231,0,0.231,0,0,0,0,0,0,0,0,0,0,0.231,0,0,0,0,0,0,0.014,0,0,0,0,0
521,CoCrFeNiAl0.2(TiC)0.2,FCC,1183,,,,2133,,,https://doi.org/10.1016/j.jallcom.2021.163221,1,0,0,0,0,0.045,0,0.023,0,0.227,0.227,0,0.227,0,0,0,0,0,0,0,0,0,0,0.227,0,0,0,0,0,0,0.023,0,0,0,0,0
522,AlCuFeMnTiV,FCC,597.81,,,,2420,13.42,Sintering temperature 950°C,https://doi.org/10.1016/j.jallcom.2021.163352,1,0,0,0,0,0.167,0,0,0,0,0,0.167,0.167,0,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0.167,0.167,0,0,0,0
523,AlCuFeMnTiV,FCC,610.28,,,,2465,12.33,Sintering temperature 1000°C,https://doi.org/10.1016/j.jallcom.2021.163352,1,0,0,0,0,0.167,0,0,0,0,0,0.167,0.167,0,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0.167,0.167,0,0,0,0
524,AlCuFeMnTiV,FCC,618.44,,,,2630,15.83,Sintering temperature 1050°C,https://doi.org/10.1016/j.jallcom.2021.163352,1,0,0,0,0,0.167,0,0,0,0,0,0.167,0.167,0,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0.167,0.167,0,0,0,0
525,AlCuFeMnTiV,FCC,596.12,,,,1238,7.38,Sintering temperature 1100°C,https://doi.org/10.1016/j.jallcom.2021.163352,1,0,0,0,0,0.167,0,0,0,0,0,0.167,0.167,0,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0.167,0.167,0,0,0,0
526,Al35.0Mg25.0Zn30.0Cu5.0Si5.0,FCC+Mg2Si,,,,,559,4.6,As-cast,https://doi.org/10.1016/j.jallcom.2021.163508,1,0,0,1,0,0.35,0,0,0,0,0,0.05,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.3,0
527,Al35.0Mg20.0Zn30.0Cu5.0Si10.0,FCC+Mg2Si,,,,,718,6.2,As-cast,https://doi.org/10.1016/j.jallcom.2021.163508,1,0,0,1,0,0.35,0,0,0,0,0,0.05,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.3,0
528,Al35.0Mg15.0Zn30.0Cu5.0Si15.0,FCC+Mg2Si,,,,,765,6.3,As-cast,https://doi.org/10.1016/j.jallcom.2021.163508,1,0,0,1,0,0.35,0,0,0,0,0,0.05,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0.3,0
529,(CoCrFeNi)99(WMo)1,matrix+σ phase,,216,444,52.4,,,As-cast,https://doi.org/10.1016/j.jallcom.2022.163774,0,0,0,1,0,0,0,0,0,0.247,0.247,0,0.247,0,0,0,0,0,0,0.005,0,0,0,0.247,0,0,0,0,0,0,0,0,0.005,0,0,0
530,(CoCrFeNi)97(WMo)3,matrix+σ phase,,268,507,51.8,,,As-cast,https://doi.org/10.1016/j.jallcom.2022.163774,0,0,0,1,0,0,0,0,0,0.242,0.242,0,0.242,0,0,0,0,0,0,0.015,0,0,0,0.242,0,0,0,0,0,0,0,0,0.015,0,0,0
531,(CoCrFeNi)95(WMo)5,matrix+σ phase,,379,665,40.2,,,As-cast,https://doi.org/10.1016/j.jallcom.2022.163774,0,0,0,1,0,0,0,0,0,0.237,0.237,0,0.237,0,0,0,0,0,0,0.025,0,0,0,0.237,0,0,0,0,0,0,0,0,0.025,0,0,0
